player,player_id,team,opponent,round,kicks,marks,handballs,disp,goals,behinds,hit_outs,tackles,rebounds,inside_50,clearances,clangers,frees_for,frees_against,brownlow,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,pct_time_played,year,game_id,game_type,day,home_team,away_team,venue,home_goals,home_behinds,home_total,away_goals,away_behinds,away_total,date,home_team_code,away_team_code,margin,past_votes,disposals,disposals_per_time,goals_x_clearances,contested_possessions_x_tackles,clangers_x_frees_against,marks_inside_50_x_contested_marks,goal_assists_x_inside_50,clearance_efficiency,tackles_clangers_ratio,score_involvement,margin_x_past_votes,rebounds_x_one_percenters,vote_probability,adjusted_round
LACHIE WELLER,12385,GC,GE,1,10,2,11,21,0,0,0,3,2,4,2,2,1,0,0,6,15,0,0,2,0,0,81,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,0.448,0,21,0.25925925925925924,0,18,0,0,0,0.3333333333333333,1.5,0,0.0,4,0.09544417,0
JARROD WITTS,12177,GC,GE,1,3,1,5,8,0,0,52,1,1,2,1,1,1,0,0,6,2,1,0,4,0,0,79,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,0.448,0,8,0.10126582278481013,0,6,0,0,0,0.16666666666666666,1.0,0,0.0,4,0.08439921,0
TOM ATKINS,12690,GE,GC,1,13,3,13,26,0,0,0,6,5,3,6,2,4,0,0,16,10,0,0,3,0,0,77,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,26,0.33766233766233766,0,96,0,0,0,0.375,3.0,0,-0.0,15,0.13756031,0
MARK BLICAVS,12153,GE,GC,1,5,2,10,15,0,0,18,2,1,0,2,4,1,2,0,6,7,0,0,7,0,1,77,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,15,0.19480519480519481,0,12,8,0,0,0.3333333333333333,0.5,1,-0.0,7,0.025099738,0
TANNER BRUHN,12871,GE,GC,1,22,5,9,31,0,1,0,1,5,4,2,5,0,2,0,6,20,0,0,1,3,2,72,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,7,31,0.4305555555555556,0,6,10,0,8,0.3333333333333333,0.2,2,-3.136,5,0.1263468,0
JHYE CLARK,13062,GE,GC,1,6,1,5,11,1,0,0,1,0,3,2,5,0,1,0,5,6,1,0,0,0,0,50,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,11,0.22,2,5,5,0,0,0.4,0.2,1,-0.0,0,0.029614447,0
BRAD CLOSE,12806,GE,GC,1,2,1,6,8,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,1,0,0,82,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,8,0.0975609756097561,0,0,2,0,0,0.0,0.0,0,-0.0,0,0.022254003,0
SAM DE KONING,12891,GE,GC,1,6,5,7,13,0,0,1,0,2,1,2,4,0,1,0,4,8,0,0,4,0,0,81,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,13,0.16049382716049382,0,0,4,0,0,0.5,0.0,0,-0.0,8,0.022429632,0
OLIVER DEMPSEY,12974,GE,GC,1,8,4,12,20,4,1,0,2,0,1,2,0,1,0,0,10,9,1,2,0,0,0,85,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,20,0.23529411764705882,8,20,0,2,0,0.2,2.0,4,-0.0,0,0.23324467,0
ZACH GUTHRIE,12551,GE,GC,1,9,5,9,18,0,0,0,3,4,0,0,1,3,0,0,5,13,1,0,1,0,0,71,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,18,0.2535211267605634,0,15,0,0,0,0.0,3.0,0,-0.0,4,0.026638005,0
JACK HENRY,12607,GE,GC,1,6,4,9,15,0,0,0,0,4,1,0,2,0,1,0,5,8,0,0,5,0,0,89,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,15,0.16853932584269662,0,0,2,0,0,0.0,0.0,0,-0.0,20,0.023340538,0
OLIVER HENRY,12851,GE,GC,1,6,3,3,9,2,0,0,1,0,5,0,2,2,1,0,3,8,0,1,0,0,0,83,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,9,0.10843373493975904,0,3,2,0,0,0.0,0.5,2,-0.0,0,0.023347013,0
MAX HOLMES,12881,GE,GC,1,14,8,15,29,0,0,0,5,4,6,9,8,1,3,0,14,16,0,0,1,0,0,75,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,29,0.38666666666666666,0,70,24,0,0,0.6428571428571429,0.625,0,-0.0,4,0.39199066,0
LAWSON HUMPHRIES,13160,GE,GC,1,8,1,8,16,0,0,0,5,3,2,0,2,0,0,0,1,13,0,0,3,0,0,81,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,16,0.19753086419753085,0,5,0,0,0,0.0,2.5,0,-0.0,9,0.02515703,0
MITCH KNEVITT,12986,GE,GC,1,6,3,5,11,1,1,0,0,0,1,0,1,2,1,0,5,6,1,1,0,0,1,77,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,11,0.14285714285714285,0,0,1,1,1,0.0,0.0,2,-0.0,0,0.022435592,0
SHAUN MANNAGH,13104,GE,GC,1,8,3,2,10,1,0,0,2,0,2,1,2,1,0,0,3,6,1,1,1,0,1,81,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,10,0.12345679012345678,1,6,0,1,2,0.3333333333333333,1.0,2,-0.0,0,0.024217376,0
JACK MARTIN,12236,GE,GC,1,5,2,8,13,0,0,0,1,0,2,1,2,2,1,0,7,6,0,0,1,0,0,67,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,13,0.19402985074626866,0,7,2,0,0,0.14285714285714285,0.5,0,-0.0,0,0.0226787,0
GRYAN MIERS,12689,GE,GC,1,16,10,12,28,0,1,0,4,5,4,1,3,2,0,0,5,24,0,1,0,0,0,78,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,28,0.358974358974359,0,20,0,0,0,0.2,1.3333333333333333,0,-0.0,0,0.17083026,0
OISIN MULLIN,13066,GE,GC,1,1,1,3,4,0,0,0,4,0,0,0,1,0,0,0,1,4,0,0,1,0,0,80,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,4,0.05,0,4,0,0,0,0.0,4.0,0,-0.0,0,0.022254003,0
SHANNON NEALE,12992,GE,GC,1,4,2,1,5,1,2,6,1,0,0,1,1,2,0,0,5,3,0,2,5,0,1,90,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,5,0.05555555555555555,1,5,0,0,0,0.2,1.0,2,-0.0,0,0.023282526,0
MARK OCONNOR,12531,GE,GC,1,6,4,11,17,0,1,0,6,2,0,2,2,2,0,0,8,10,0,0,2,0,0,82,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,17,0.2073170731707317,0,48,0,0,0,0.25,3.0,0,-0.0,4,0.026021864,0
CONNOR OSULLIVAN,13122,GE,GC,1,14,5,4,18,0,0,0,3,4,1,0,5,2,2,0,5,10,1,0,6,0,0,93,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,18,0.1935483870967742,0,15,10,0,0,0.0,0.6,0,-0.0,24,0.034519315,0
BAILEY SMITH,12692,GE,GC,1,17,3,6,23,0,0,0,2,1,7,0,3,0,0,0,5,16,0,0,0,0,1,83,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,23,0.27710843373493976,0,10,0,0,7,0.0,0.6666666666666666,1,-0.0,0,0.04423181,0
TOM STEWART,12505,GE,GC,1,16,2,8,24,0,0,0,1,9,1,1,1,1,0,0,6,11,0,0,3,1,0,80,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,24,0.3,0,6,0,0,0,0.16666666666666666,1.0,0,-0.0,27,0.038228672,0
JAMES WORPEL,12619,GE,GC,1,10,1,7,17,0,1,0,11,2,5,9,3,3,1,0,7,10,0,0,3,0,0,66,2026,16840.0,HA,Friday,GOLD COAST,GEELONG,Carrara,19.0,11.0,125.0,10.0,9.0,69.0,2026-03-06,GC,GE,-0.448,0,17,0.25757575757575757,0,77,3,0,0,1.2857142857142858,3.6666666666666665,0,-0.0,6,0.09663401,0
KARL AMON,12357,HW,GW,1,10,3,5,15,0,0,0,2,6,3,1,3,0,1,0,0,11,0,0,1,5,2,83,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,15,0.18072289156626506,0,0,3,0,6,1.0,0.6666666666666666,2,-0.0,6,0.036538012,0
TOM BARRASS,12383,HW,GW,1,3,3,5,8,0,0,0,0,1,0,0,2,0,2,0,3,4,2,0,8,0,0,82,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,8,0.0975609756097561,0,0,4,0,0,0.0,0.0,0,-0.0,8,0.022666458,0
JOSH BATTLE,12558,HW,GW,1,13,7,7,20,0,1,0,1,6,2,0,4,1,1,0,7,11,1,1,3,0,0,93,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,20,0.21505376344086022,0,7,4,1,0,0.0,0.25,0,-0.0,18,0.04393954,0
SAM BUTLER,12988,HW,GW,1,8,2,2,10,2,0,0,1,0,2,3,0,0,0,0,4,6,0,0,1,0,0,74,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,10,0.13513513513513514,6,4,0,0,0,0.75,1.0,2,-0.0,0,0.030949982,0
MABIOR CHOL,12485,HW,GW,1,8,3,1,9,2,1,6,1,0,1,5,2,1,1,0,8,0,3,3,1,0,0,68,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,9,0.1323529411764706,10,8,2,9,0,0.625,0.5,2,-0.0,0,0.043587934,0
MASSIMO DAMBROSIO,12998,HW,GW,1,10,1,7,17,0,0,0,0,1,0,2,4,0,0,0,7,7,0,0,2,0,0,73,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,17,0.2328767123287671,0,0,0,0,0,0.2857142857142857,0.0,0,-0.0,2,0.026008023,0
JACK GINNIVAN,12927,HW,GW,1,12,6,5,17,2,0,0,1,0,5,2,3,2,0,0,5,10,0,0,1,0,0,77,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,17,0.22077922077922077,4,5,0,0,0,0.4,0.3333333333333333,2,-0.0,0,0.051611226,0
JACK GUNSTON,11845,HW,GW,1,6,4,1,7,4,1,0,2,0,1,0,1,0,1,0,3,5,0,3,1,0,0,83,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,7,0.08433734939759036,0,6,1,0,0,0.0,2.0,4,-0.0,0,0.20274046,0
BLAKE HARDWICK,12469,HW,GW,1,6,2,6,12,0,0,0,2,1,1,1,0,2,0,0,5,5,1,0,2,0,0,85,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,12,0.1411764705882353,0,10,0,0,0,0.2,2.0,0,-0.0,2,0.022904275,0
JARMAN IMPEY,12237,HW,GW,1,11,3,7,18,0,0,0,3,5,4,0,2,0,0,0,5,10,0,0,1,0,0,84,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,18,0.21428571428571427,0,15,0,0,0,0.0,1.5,0,-0.0,5,0.029697366,0
MITCH LEWIS,12636,HW,GW,1,7,6,3,10,1,1,0,3,0,3,2,2,3,0,0,7,5,2,1,3,0,0,62,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,10,0.16129032258064516,2,21,0,2,0,0.2857142857142857,1.5,1,-0.0,0,0.02806617,0
CONNOR MACDONALD,12954,HW,GW,1,13,3,7,20,0,0,0,4,2,4,4,2,1,0,0,9,12,0,0,2,0,3,77,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,20,0.2597402597402597,0,36,0,0,12,0.4444444444444444,2.0,3,-0.0,4,0.0436412,0
FINN MAGINNESS,12843,HW,GW,1,2,1,6,8,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,56,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,8,0.14285714285714285,0,0,0,0,0,0.0,1.0,1,-0.0,0,0.022254003,0
LLOYD MEEK,12856,HW,GW,1,3,2,3,6,1,0,33,3,0,2,2,2,1,1,0,5,2,2,1,1,0,0,73,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,6,0.0821917808219178,2,15,2,2,0,0.4,1.5,1,-0.0,0,0.03573704,0
DYLAN MOORE,12710,HW,GW,1,5,1,8,13,0,1,0,2,0,1,1,1,0,0,0,6,5,0,0,1,0,0,87,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,13,0.14942528735632185,0,12,0,0,0,0.16666666666666666,2.0,0,-0.0,0,0.023381723,0
HARRY MORRISON,12579,HW,GW,1,12,6,5,17,0,0,0,2,1,4,0,4,0,1,0,0,15,0,0,1,0,0,87,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,17,0.19540229885057472,0,0,4,0,0,0.0,0.5,0,-0.0,1,0.031840682,0
CONOR NASH,12670,HW,GW,1,8,2,9,17,0,0,0,3,0,3,6,1,1,0,0,8,7,0,0,2,0,0,75,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,17,0.22666666666666666,0,24,0,0,0,0.75,3.0,0,-0.0,0,0.038361024,0
JAI NEWCOMBE,12915,HW,GW,1,16,4,9,25,0,0,0,3,3,4,4,5,2,3,0,4,22,0,0,0,1,0,75,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,25,0.3333333333333333,0,12,15,0,0,1.0,0.6,0,-0.0,0,0.14459081,0
JACK SCRIMSHAW,12565,HW,GW,1,14,5,6,20,0,0,0,0,9,1,0,5,1,1,0,7,13,0,0,1,1,0,73,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,20,0.273972602739726,0,0,5,0,0,0.0,0.0,0,-0.0,9,0.034604307,0
JAMES SICILY,12332,HW,GW,1,15,5,8,23,0,0,0,2,5,7,1,1,5,0,0,12,11,1,0,7,0,1,86,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,23,0.26744186046511625,0,24,0,0,7,0.08333333333333333,2.0,1,-0.0,35,0.11258404,0
JOSH WARD,12955,HW,GW,1,10,6,8,18,0,1,0,2,1,3,1,1,0,0,0,6,12,0,0,1,0,0,74,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,18,0.24324324324324326,0,12,0,0,0,0.16666666666666666,2.0,0,-0.0,1,0.030171476,0
NICK WATSON,13105,HW,GW,1,11,0,6,17,2,2,0,4,0,4,1,4,0,1,0,7,9,0,0,1,1,1,83,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,17,0.20481927710843373,2,28,4,0,4,0.14285714285714285,1.0,3,-0.0,0,0.058604665,0
JOSH WEDDLE,13057,HW,GW,1,7,3,7,14,0,0,0,1,3,3,1,0,1,0,0,5,9,0,0,1,1,1,87,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,-0.22131147540983606,0,14,0.16091954022988506,0,5,0,0,3,0.2,1.0,1,-0.0,3,0.026550112,0
RYAN ANGWIN,13001,GW,HW,1,5,1,7,12,0,0,0,5,2,1,1,2,0,0,0,3,9,0,0,1,1,0,83,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,12,0.14457831325301204,0,15,0,0,0,0.3333333333333333,2.5,0,0.0,2,0.024633523,0
LACHIE ASH,12782,GW,HW,1,15,8,5,20,0,0,0,1,8,2,0,4,1,0,0,3,13,0,0,4,2,0,85,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,20,0.23529411764705882,0,3,0,0,0,0.0,0.25,0,0.0,32,0.09083004,0
KIEREN BRIGGS,12904,GW,HW,1,6,0,3,9,0,0,28,5,1,4,7,3,1,2,0,9,0,0,0,1,0,0,70,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,9,0.12857142857142856,0,45,6,0,0,0.7777777777777778,1.6666666666666667,0,0.0,1,0.12460885,0
CALLUM BROWN,12910,GW,HW,1,3,1,7,10,1,0,0,1,1,1,0,4,1,0,0,4,6,0,0,1,0,0,69,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,10,0.14492753623188406,0,4,0,0,0,0.0,0.25,1,0.0,1,0.023950497,0
JACK BUCKLEY,12846,GW,HW,1,10,6,2,12,0,0,0,2,3,0,0,2,0,0,0,1,11,1,0,6,0,0,78,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,12,0.15384615384615385,0,2,0,0,0,0.0,1.0,0,0.0,18,0.034990005,0
FINN CALLAGHAN,12969,GW,HW,1,15,1,11,26,0,0,0,4,4,9,6,3,0,0,0,7,20,0,0,1,3,0,76,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,26,0.34210526315789475,0,28,0,0,0,0.8571428571428571,1.3333333333333333,0,0.0,4,0.61667746,0
STEPHEN CONIGLIO,12028,GW,HW,1,13,6,9,22,2,1,0,2,0,3,3,3,1,1,0,10,12,0,2,1,1,3,80,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,22,0.275,6,20,3,0,9,0.3,0.6666666666666666,5,0.0,0,0.7699603,0
JOSAIA DELANA,13222,GW,HW,1,3,0,3,6,0,0,0,1,0,2,0,2,0,2,0,5,2,0,0,1,0,1,63,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,6,0.09523809523809523,0,5,4,0,2,0.0,0.5,1,0.0,0,0.023757152,0
JOE FONTI,13164,GW,HW,1,14,9,8,22,0,0,0,1,4,2,3,1,1,0,0,10,13,1,0,4,0,1,89,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,22,0.24719101123595505,0,10,0,0,2,0.3,1.0,1,0.0,16,0.26300997,0
PHOENIX GOTHARD,13279,GW,HW,1,7,1,3,10,1,1,0,3,0,3,2,3,0,1,0,4,6,0,0,1,0,0,75,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,10,0.13333333333333333,2,12,3,0,0,0.5,1.0,1,0.0,0,0.035280086,0
TOBY GREENE,12025,GW,HW,1,16,1,4,20,0,0,0,5,1,8,3,4,1,1,0,12,9,0,0,5,0,3,78,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,20,0.2564102564102564,0,60,4,0,24,0.25,1.25,3,0.0,5,0.22156088,0
MAX GRUZEWSKI,13158,GW,HW,1,3,3,3,6,2,0,0,0,0,1,0,2,0,1,0,3,3,1,2,2,0,0,69,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,6,0.08695652173913043,0,0,2,2,0,0.0,0.0,2,0.0,0,0.023169573,0
HARRY HIMMELBERG,12462,GW,HW,1,8,5,11,19,0,0,0,2,3,2,1,3,0,1,0,4,15,0,0,1,1,0,78,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,19,0.24358974358974358,0,8,3,0,0,0.25,0.6666666666666666,0,0.0,3,0.044190962,0
JESSE HOGAN,12321,GW,HW,1,7,3,1,8,3,0,0,1,0,2,0,2,1,1,0,4,3,1,2,1,0,0,86,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,8,0.09302325581395349,0,4,2,2,0,0.0,0.5,3,0.0,0,0.030116433,0
CONNOR IDUN,12750,GW,HW,1,10,5,3,13,0,0,0,2,3,0,1,2,2,0,0,4,6,0,0,6,1,0,100,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,13,0.13,0,8,0,0,0,0.25,1.0,0,0.0,18,0.04781615,0
JAYDEN LAVERDE,12377,GW,HW,1,10,7,4,14,0,0,0,2,2,2,0,1,0,1,0,3,9,1,0,5,0,0,83,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,14,0.1686746987951807,0,6,1,0,0,0.0,2.0,0,0.0,10,0.047076367,0
XAVIER OHALLORAN,12821,GW,HW,1,5,4,4,9,0,0,0,1,1,1,0,4,0,1,0,4,4,0,0,1,0,0,64,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,9,0.140625,0,4,4,0,0,0.0,0.25,0,0.0,1,0.024108121,0
CLAYTON OLIVER,12410,GW,HW,1,9,3,17,26,1,0,0,4,2,4,10,3,0,1,0,19,8,1,0,2,0,0,85,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,26,0.3058823529411765,10,76,3,0,0,0.5263157894736842,1.3333333333333333,1,0.0,4,0.5759836,0
JAKE RICCARDI,12834,GW,HW,1,12,7,5,17,3,1,7,4,0,8,0,6,1,5,0,4,12,0,1,0,0,2,75,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,17,0.22666666666666666,0,16,30,0,16,0.0,0.6666666666666666,5,0.0,0,0.54373246,0
HARRY ROWSTON,13045,GW,HW,1,12,6,3,15,1,0,0,0,1,3,3,3,0,1,0,4,10,0,0,1,0,0,61,2026,16841.0,HA,Saturday,GW SYDNEY,HAWTHORN,Sydney Showground,19.0,8.0,122.0,14.0,11.0,95.0,2026-03-07,GW,HW,0.22131147540983606,0,15,0.2459016393442623,3,0,3,0,0,0.75,0.0,1,0.0,1,0.08444327,0
